"district","tm","y","m","pop","pop_low","pop_upp","pop_u5","pop_u5_low","pop_u5_upp","pop_u5_alt","prop_idp","dep_rate","arr_rate"
"Wanla Weyn","4",2013,4,200207,111023,287776,59166,31695,86913,41042,0.126417627599937,0,0
"Xarardheere","4",2013,4,79345,49646,147404,19265,11908,36622,16266,0.245754583745541,0,0
"Xudun","4",2013,4,62358,29854,149007,16394,7554,40461,12783,0,0,0
"Xudur","4",2013,4,117060,106964,125573,36464,32730,39479,23997,0.044071238055711,0,0
"Zeylac","4",2013,4,61088,46799,75581,13298,9915,16976,12523,0.000897775598008108,0,0
"Adan Yabaal","5",2013,5,74146,37169,118612,18026,8778,29510,15200,0,0,0
"Afgooye","5",2013,5,373349,234791,547524,83886,48093,133156,76537,0.103956514057891,0,0
"Afmadow","5",2013,5,152950,61491,251316,37161,14648,62522,31355,0.0753643583388247,0,0
"Baardheere","5",2013,5,151348,118910,174512,39149,30362,45966,31026,0.101471741699565,0,0
"Badhaadhe","5",2013,5,69421,50358,103081,16877,12010,25727,14231,0.0106707896194077,0,0
"Baki","5",2013,5,64813,35723,95316,13999,7460,21267,13287,0,0,0
"Balcad","5",2013,5,185376,140471,208951,43665,31531,52970,38002,0.104680892129423,0,0
"Banadir","5",2013,5,1633046,1372215,1913562,392551,326280,459540,334774,0.22378049451412,0,0
"Bandarbeyla","5",2013,5,28061,15230,47020,7359,3897,12563,5753,0,0,0
"Baraawe","5",2013,5,81698,70649,106717,19851,16696,26468,16748,0.184141806065453,0,0
"Baydhaba","5",2013,5,376475,310568,470989,107552,87373,136100,77177,0.065476848765171,0,0
"Belet Weyne","5",2013,5,248734,231406,274263,63317,58070,70301,50990,0.137788089599304,0,0
"Belet Xaawo","5",2013,5,81360,73695,86389,17680,15630,19249,16679,0.151108396923014,0,0
"Berbera","5",2013,5,145737,101091,173158,30027,20459,36413,29876,0.00334837415918584,0,0
"Borama","5",2013,5,630678,293066,1501228,133029,60366,323459,129289,0.00015001936135496,0,0
"Bossaso","5",2013,5,368537,107828,589135,91497,26478,147889,75550,0.104350054567451,0,0
"Bu'aale","5",2013,5,92503,76924,107221,22471,18185,26852,18963,0.110100465201666,0,0
"Bulo Burto","5",2013,5,151749,92710,224075,36845,22027,55865,31109,0.0695647586903581,0,0
"Burco","5",2013,5,422604,303889,479601,95579,67747,109619,86634,0.0559558990455806,0,0
"Burtinle","5",2013,5,76284,47945,130661,19516,11985,34152,15638,0,0,0
"Buuhoodle","5",2013,5,64092,49705,82391,15166,11116,20850,13139,0,0,0
"Buur Hakaba","5",2013,5,150290,63607,194005,41225,17378,54586,30809,0.0596831996891734,0,0
"Cabudwaaq","5",2013,5,90595,44751,121075,17853,8687,24647,18572,0.119338498820567,0,0
"Cadaado","5",2013,5,86959,38603,127490,19899,8817,29913,17827,0.208345347201211,0,0
"Cadale","5",2013,5,69258,49608,85489,16827,11784,21337,14198,0.0387760389790495,0,0
"Caluula","5",2013,5,47569,43544,52114,10512,9326,11900,9752,0,0,0
"Caynabo","5",2013,5,70240,58123,105231,16699,12998,25917,14399,0.0236902413715941,0,0
"Ceel Afweyn","5",2013,5,85665,32561,118345,19045,7063,26976,17561,0,0,0
"Ceel Barde","5",2013,5,53296,39723,66586,12021,8798,15227,10926,0.0507282246491905,0,0
"Ceel Buur","5",2013,5,98040,65119,139198,23329,14923,34280,20098,0.32639354651376,0,0
"Ceel Dheer","5",2013,5,99546,80912,110805,24225,19219,27745,20407,0.163007821396879,0,0
"Ceel Waaq","5",2013,5,47156,29247,64092,11449,6911,15941,9667,0.21665377276887,0,0
"Ceerigaabo","5",2013,5,203873,77851,292870,42158,15910,61675,41794,0.00394146770024402,0,0
"Dhuusamarreeb","5",2013,5,125291,74325,152303,27571,16246,33719,25685,0.245135836994782,0,0
"Diinsoor","5",2013,5,137738,105595,172100,39828,29790,50700,28236,0.0190339654164072,0,0
"Doolow","5",2013,5,49407,27508,99839,11589,6367,23562,10128,0.18857269355034,0,0
"Eyl","5",2013,5,76862,45335,123282,20908,12045,34245,15757,0,0,0
"Gaalkacyo","5",2013,5,367010,215032,622855,99021,57282,168966,75237,0.119019579465884,0,0
"Galdogob","5",2013,5,151528,48118,418767,38564,11635,110788,31063,0.000247213823908358,0,0
"Garbahaarey","5",2013,5,112225,75706,172843,27272,17832,42764,23006,0.116950967077321,0,0
"Garoowe","5",2013,5,184938,84677,242708,57968,26218,77073,37912,0.0384862846155945,0,0
"Gebiley","5",2013,5,128596,105183,149713,26402,21110,30969,26362,0,0,0
"Hargeysa","5",2013,5,983891,800764,1315096,194755,156408,263140,201698,0.0458765519906714,0,0
"Hobyo","5",2013,5,97300,26090,149487,22662,6089,35531,19946,0.101361123974344,0,0
"Iskushuban","5",2013,5,69929,57469,98633,18507,14934,26493,14335,0,0,0
"Jalalaqsi","5",2013,5,89068,40071,144806,21654,9501,36280,18259,0.0620223324409634,0,0
"Jamaame","5",2013,5,144730,96325,179838,35217,22771,45009,29670,0.0714899957029975,0,0
"Jariiban","5",2013,5,88685,52753,119235,23011,13387,31473,18180,0.00109030980948976,0,0
"Jilib","5",2013,5,151375,124000,171989,36758,29292,43073,31032,0.0457574401176389,0,0
"Jowhar","5",2013,5,285726,176197,381313,68976,38944,99596,58574,0.147238030605476,0,0
"Kismaayo","5",2013,5,164926,124525,220385,37338,27991,50633,33810,0.0614478655096542,0,0
"Kurtunwaarey","5",2013,5,200726,96715,282018,48712,22740,68795,41149,0.00567711383809998,0,0
"Laas Caanood","5",2013,5,150883,103709,250907,37800,25684,63694,30931,0.021858072737357,0,0
"Laasqoray","5",2013,5,192362,50710,365636,42899,10953,83927,39434,0.000415871604856016,0,0
"Lughaye","5",2013,5,69255,46783,99186,15110,10007,22314,14197,0.0779522583824369,0,0
"Luuq","5",2013,5,84864,68532,97275,22150,17561,25882,17397,0.235134607078488,0,0
"Marka","5",2013,5,339031,195090,583149,82341,45962,142761,69501,0.187087816836087,0,0
"Owdweyne","5",2013,5,86517,56196,126148,16671,10412,24940,17736,0,0,0
"Qandala","5",2013,5,130064,48453,440152,32783,11938,113940,26663,0,0,0
"Qansax Dheere","5",2013,5,112600,59107,158324,34451,17797,49854,23083,0.0387981876772404,0,0
"Qardho","5",2013,5,155032,84202,251291,40887,21798,66987,31781,0.12438203053132,0,0
"Qoryooley","5",2013,5,258898,200191,303503,62909,47606,75330,53074,0.037241962100071,0,0
"Rab Dhuure","5",2013,5,54340,37042,81056,13205,8732,19838,11140,0,0,0
"Saakow","5",2013,5,103303,77835,137714,25091,18326,34089,21177,0.0884716455249343,0,0
"Sablaale","5",2013,5,56168,23067,80674,13637,5445,19868,11514,0.0319718396970573,0,0
"Sheikh","5",2013,5,74973,52545,100664,14592,9663,20632,15370,0,0,0
"Taleex","5",2013,5,74836,35168,137628,16772,7401,32354,15341,0,0,0
"Tayeeglow","5",2013,5,90212,72482,107131,21920,17056,26794,18493,0.0977213294899785,0,0
"Waajid","5",2013,5,88149,76061,96432,32786,28052,36274,18071,0.102420410932313,0,0
"Wanla Weyn","5",2013,5,200534,111205,288246,59262,31747,87055,41109,0.126417627293323,0,0
"Xarardheere","5",2013,5,79475,49727,147645,19296,11927,36682,16292,0.24575735702773,0,0
"Xudun","5",2013,5,62460,29902,149251,16420,7566,40527,12804,0,0,0
"Xudur","5",2013,5,117252,107139,125779,36524,32783,39543,24037,0.0440723214675157,0,0
"Zeylac","5",2013,5,61188,46875,75705,13320,9931,17004,12543,0.000896533443828931,0,0
"Adan Yabaal","6",2013,6,74268,37230,118806,18055,8792,29558,15225,0,0,0
"Afgooye","6",2013,6,373960,235175,548419,84023,48171,133373,76662,0.10395660051893,0,0
"Afmadow","6",2013,6,153200,61592,251727,37222,14672,62624,31406,0.0753658387360437,0,0
"Baardheere","6",2013,6,151595,119104,174797,39212,30411,46041,31077,0.101472293397013,0,0
"Badhaadhe","6",2013,6,69534,50440,103249,16905,12030,25769,14254,0.0106740048592228,0,0
"Baki","6",2013,6,64920,35782,95472,14022,7472,21302,13309,0,0,0
"Balcad","6",2013,6,185679,140701,209292,43736,31583,53057,38064,0.104681220351433,0,0
"Banadir","6",2013,6,1635713,1374457,1916688,393192,326813,460291,335321,0.22378027091405,0,0
"Bandarbeyla","6",2013,6,28107,15255,47097,7372,3904,12583,5762,0,0,0
"Baraawe","6",2013,6,81832,70764,106891,19883,16723,26511,16776,0.184142557423026,0,0
"Baydhaba","6",2013,6,377090,311076,471758,107727,87516,136322,77303,0.0654762785669926,0,0
"Belet Weyne","6",2013,6,249140,231784,274711,63421,58165,70416,51074,0.137787752442926,0,0
"Belet Xaawo","6",2013,6,81493,73816,86531,17709,15656,19280,16706,0.151106365831646,0,0
"Berbera","6",2013,6,145976,101257,173441,30076,20492,36473,29925,0.00334896729279608,0,0
"Borama","6",2013,6,631708,293545,1503680,133246,60465,323987,129500,0.000149886402542282,0,0
"Bossaso","6",2013,6,369139,108004,590097,91646,26521,148130,75674,0.104350341505388,0,0
"Bu'aale","6",2013,6,92653,77050,107396,22508,18214,26896,18994,0.110104462328405,0,0
"Bulo Burto","6",2013,6,151997,92862,224441,36905,22063,55956,31159,0.0695632580988668,0,0
"Burco","6",2013,6,423295,304386,480384,95735,67857,109798,86775,0.0559558889762909,0,0
"Burtinle","6",2013,6,76409,48023,130874,19548,12005,34207,15664,0,0,0
"Buuhoodle","6",2013,6,64196,49787,82525,15191,11134,20884,13160,0,0,0
"Buur Hakaba","6",2013,6,150535,63711,194322,41292,17406,54676,30860,0.0596821793657047,0,0
"Cabudwaaq","6",2013,6,90743,44824,121273,17883,8702,24688,18602,0.119337300762016,0,0
"Cadaado","6",2013,6,87101,38666,127698,19932,8831,29962,17856,0.208349395293496,0,0
"Cadale","6",2013,6,69371,49689,85628,16855,11803,21372,14221,0.038774504157503,0,0
"Caluula","6",2013,6,47647,43615,52200,10529,9342,11919,9768,0,0,0
"Caynabo","6",2013,6,70355,58218,105403,16726,13019,25959,14423,0.023687013654548,0,0
"Ceel Afweyn","6",2013,6,85805,32614,118538,19076,7074,27020,17590,0,0,0
"Ceel Barde","6",2013,6,53383,39787,66695,12040,8812,15252,10944,0.0507275250658755,0,0
"Ceel Buur","6",2013,6,98200,65225,139425,23367,14947,34336,20131,0.326396105971913,0,0
"Ceel Dheer","6",2013,6,99709,81044,110986,24265,19250,27791,20440,0.16300647627087,0,0
"Ceel Waaq","6",2013,6,47233,29295,64197,11468,6923,15967,9683,0.216660122411713,0,0
"Ceerigaabo","6",2013,6,204206,77978,293349,42227,15936,61776,41862,0.00394275631360623,0,0
"Dhuusamarreeb","6",2013,6,125496,74446,152552,27616,16273,33774,25727,0.245136622352145,0,0
"Diinsoor","6",2013,6,137963,105767,172381,39893,29838,50783,28282,0.0190326940658443,0,0
"Doolow","6",2013,6,49488,27553,100002,11608,6378,23601,10145,0.188574189626918,0,0
"Eyl","6",2013,6,76987,45409,123483,20942,12065,34300,15782,0,0,0
"Gaalkacyo","6",2013,6,367610,215383,623873,99183,57376,169242,75360,0.119019417027509,0,0
"Galdogob","6",2013,6,151776,48197,419451,38627,11654,110969,31114,0.000246853091906875,0,0
"Garbahaarey","6",2013,6,112408,75829,173126,27316,17861,42833,23044,0.116952155507333,0,0
"Garoowe","6",2013,6,185240,84815,243104,58063,26261,77198,37974,0.0384850521521435,0,0
"Gebiley","6",2013,6,128806,105355,149957,26445,21144,31019,26405,0,0,0
"Hargeysa","6",2013,6,985498,802072,1317244,195073,156663,263570,202027,0.045876652947585,0,0
"Hobyo","6",2013,6,97459,26132,149731,22699,6099,35589,19979,0.101361805689984,0,0
"Iskushuban","6",2013,6,70043,57563,98794,18537,14959,26537,14359,0,0,0
"Jalalaqsi","6",2013,6,89213,40136,145042,21689,9516,36339,18289,0.0620206242689414,0,0
"Jamaame","6",2013,6,144967,96483,180131,35275,22808,45082,29718,0.0714890506184592,0,0
"Jariiban","6",2013,6,88829,52839,119430,23049,13409,31524,18210,0.00109465175232608,0,0
"Jilib","6",2013,6,151622,124202,172270,36818,29340,43143,31082,0.0457574884432051,0,0
"Jowhar","6",2013,6,286193,176485,381936,69089,39007,99759,58670,0.1472368129292,0,0
"Kismaayo","6",2013,6,165196,124728,220745,37399,28037,50716,33865,0.0614474601273665,0,0
"Kurtunwaarey","6",2013,6,201054,96873,282478,48792,22778,68907,41216,0.00567809871702321,0,0
"Laas Caanood","6",2013,6,151130,103878,251316,37862,25726,63798,30982,0.0218593879651246,0,0
"Laasqoray","6",2013,6,192677,50793,366233,42969,10971,84064,39499,0.00041524346221679,0,0
"Lughaye","6",2013,6,69368,46859,99348,15135,10024,22350,14220,0.077956026850408,0,0
"Luuq","6",2013,6,85003,68644,97434,22187,17590,25924,17426,0.235140227454816,0,0
"Marka","6",2013,6,339585,195409,584102,82475,46038,142994,69615,0.187088514269855,0,0
"Owdweyne","6",2013,6,86658,56288,126354,16698,10429,24981,17765,0,0,0
"Qandala","6",2013,6,130276,48532,440871,32836,11958,114126,26707,0,0,0
"Qansax Dheere","6",2013,6,112784,59204,158583,34508,17826,49935,23121,0.0387977626340833,0,0
"Qardho","6",2013,6,155285,84340,251702,40954,21834,67097,31833,0.124382858803146,0,0
"Qoryooley","6",2013,6,259321,200518,303999,63012,47683,75453,53161,0.0372424712550908,0,0
"Rab Dhuure","6",2013,6,54429,37103,81189,13226,8746,19870,11158,0,0,0
"Saakow","6",2013,6,103472,77962,137939,25132,18356,34144,21212,0.0884716786147925,0,0
"Sablaale","6",2013,6,56259,23105,80806,13660,5454,19901,11533,0.0319811547723271,0,0
"Sheikh","6",2013,6,75096,52631,100828,14616,9679,20665,15395,0,0,0
"Taleex","6",2013,6,74958,35225,137852,16799,7413,32407,15366,0,0,0
"Tayeeglow","6",2013,6,90359,72600,107306,21955,17084,26838,18524,0.0977235257579133,0,0
"Waajid","6",2013,6,88293,76185,96589,32840,28097,36333,18100,0.102419966219446,0,0
"Wanla Weyn","6",2013,6,200861,111386,288717,59359,31799,87197,41177,0.126417651734263,0,0
"Xarardheere","6",2013,6,79605,49808,147886,19328,11946,36742,16319,0.245752008870925,0,0
"Xudun","6",2013,6,62562,29951,149494,16447,7579,40593,12825,0,0,0
"Xudur","6",2013,6,117443,107314,125984,36584,32837,39608,24076,0.0440735494781577,0,0
"Zeylac","6",2013,6,61288,46952,75829,13342,9947,17032,12564,0.000895856344802401,0,0
"Adan Yabaal","7",2013,7,74388,37290,119000,18085,8806,29606,15250,0,0,0
"Afgooye","7",2013,7,374570,235559,549314,84160,48250,133591,76787,0.103956727097482,0,0
"Afmadow","7",2013,7,153450,61692,252138,37282,14696,62727,31457,0.0753653517422522,0,0
"Baardheere","7",2013,7,151843,119299,175083,39277,30461,46116,31128,0.101470973166663,0,0
"Badhaadhe","7",2013,7,69648,50523,103418,16932,12050,25811,14278,0.0106739584285581,0,0
"Baki","7",2013,7,65026,35840,95628,14045,7484,21336,13330,0,0,0
"Balcad","7",2013,7,185982,140930,209634,43808,31635,53143,38126,0.104679994890833,0,0
"Banadir","7",2013,7,1638385,1376702,1919819,393834,327347,461043,335869,0.22378031770486,0,0
"Bandarbeyla","7",2013,7,28153,15280,47174,7384,3910,12604,5771,0,0,0
"Baraawe","7",2013,7,81966,70880,107066,19915,16751,26554,16803,0.184142474018605,0,0
"Baydhaba","7",2013,7,377706,311584,472529,107903,87659,136545,77430,0.0654762970904926,0,0
"Belet Weyne","7",2013,7,249547,232163,275160,63524,58260,70531,51157,0.137787239653925,0,0
"Belet Xaawo","7",2013,7,81626,73936,86672,17738,15681,19312,16733,0.151109498651081,0,0
"Berbera","7",2013,7,146214,101422,173724,30125,20526,36532,29974,0.00334711240489366,0,0
"Borama","7",2013,7,632740,294024,1506136,133464,60563,324516,129712,0.000149839384621848,0,0
"Bossaso","7",2013,7,369742,108180,591061,91796,26564,148372,75797,0.104349586160554,0,0
"Bu'aale","7",2013,7,92805,77176,107572,22545,18244,26940,19025,0.110100439707731,0,0
"Bulo Burto","7",2013,7,152246,93013,224808,36965,22100,56048,31210,0.0695649235308395,0,0
"Burco","7",2013,7,423986,304883,481169,95891,67968,109977,86917,0.0559557500832285,0,0
"Burtinle","7",2013,7,76533,48101,131088,19580,12024,34263,15689,0,0,0
"Buuhoodle","7",2013,7,64301,49868,82660,15216,11152,20918,13182,0,0,0
"Buur Hakaba","7",2013,7,150782,63815,194640,41360,17435,54765,30910,0.0596823602872439,0,0
"Cabudwaaq","7",2013,7,90891,44897,121471,17912,8716,24728,18633,0.11933757336996,0,0
"Cadaado","7",2013,7,87244,38729,127907,19964,8846,30011,17885,0.20834671479523,0,0
"Cadale","7",2013,7,69484,49770,85768,16882,11822,21407,14244,0.0387769495645386,0,0
"Caluula","7",2013,7,47724,43686,52285,10546,9357,11939,9784,0,0,0
"Caynabo","7",2013,7,70470,58313,105575,16754,13040,26002,14446,0.0236880507224449,0,0
"Ceel Afweyn","7",2013,7,85945,32667,118732,19107,7086,27064,17619,0,0,0
"Ceel Barde","7",2013,7,53470,39852,66804,12060,8827,15277,10961,0.0507265037511511,0,0
"Ceel Buur","7",2013,7,98361,65332,139653,23405,14972,34392,20164,0.326394383689498,0,0
"Ceel Dheer","7",2013,7,99871,81176,111167,24304,19282,27836,20474,0.163006235750611,0,0
"Ceel Waaq","7",2013,7,47310,29343,64302,11486,6934,15993,9699,0.21665642829245,0,0
"Ceerigaabo","7",2013,7,204540,78105,293828,42296,15962,61877,41931,0.00394232213049377,0,0
"Dhuusamarreeb","7",2013,7,125701,74568,152801,27661,16299,33829,25769,0.245136958209543,0,0
"Diinsoor","7",2013,7,138188,105940,172662,39959,29887,50865,28329,0.0190313461874953,0,0
"Doolow","7",2013,7,49569,27598,100166,11627,6388,23639,10162,0.188572243347466,0,0
"Eyl","7",2013,7,77113,45484,123685,20976,12085,34356,15808,0,0,0
"Gaalkacyo","7",2013,7,368210,215735,624892,99345,57469,169519,75483,0.119018766329088,0,0
"Galdogob","7",2013,7,152023,48275,420136,38690,11673,111150,31165,0.000246513781641803,0,0
"Garbahaarey","7",2013,7,112592,75953,173409,27361,17890,42903,23081,0.116953629130936,0,0
"Garoowe","7",2013,7,185543,84954,243501,58158,26304,77324,38036,0.0384835645895438,0,0
"Gebiley","7",2013,7,129016,105527,150202,26489,21179,31070,26448,0,0,0
"Hargeysa","7",2013,7,987108,803382,1319395,195392,156919,264000,202357,0.0458766743099816,0,0
"Hobyo","7",2013,7,97618,26175,149976,22736,6109,35647,20012,0.101363562929537,0,0
"Iskushuban","7",2013,7,70157,57657,98955,18567,14983,26580,14382,0,0,0
"Jalalaqsi","7",2013,7,89359,40202,145279,21725,9532,36399,18319,0.0620205343378665,0,0
"Jamaame","7",2013,7,145204,96640,180426,35332,22845,45156,29767,0.0714915904740914,0,0
"Jariiban","7",2013,7,88975,52926,119625,23087,13431,31575,18240,0.0010933039889728,0,0
"Jilib","7",2013,7,151870,124404,172552,36879,29388,43214,31133,0.0457595815816034,0,0
"Jowhar","7",2013,7,286661,176773,382560,69202,39071,99922,58765,0.147236177397283,0,0
"Kismaayo","7",2013,7,165466,124932,221106,37460,28083,50799,33921,0.0614482880157027,0,0
"Kurtunwaarey","7",2013,7,201382,97031,282940,48872,22815,69020,41283,0.00567792418151642,0,0
"Laas Caanood","7",2013,7,151376,104048,251727,37924,25769,63902,31032,0.0218584764509376,0,0
"Laasqoray","7",2013,7,192991,50876,366832,43039,10989,84202,39563,0.000414567015752288,0,0
"Lughaye","7",2013,7,69481,46936,99511,15160,10040,22387,14244,0.077954932899887,0,0
"Luuq","7",2013,7,85141,68756,97593,22223,17618,25967,17454,0.235138242213833,0,0
"Marka","7",2013,7,340139,195728,585056,82610,46113,143227,69729,0.187087407344673,0,0
"Owdweyne","7",2013,7,86800,56380,126561,16725,10446,25022,17794,0,0,0
"Qandala","7",2013,7,130489,48612,441591,32890,11977,114312,26750,0,0,0
"Qansax Dheere","7",2013,7,112968,59301,158842,34564,17855,50017,23158,0.038798714800454,0,0
"Qardho","7",2013,7,155539,84477,252113,41021,21869,67206,31885,0.124381965800195,0,0
"Qoryooley","7",2013,7,259745,200846,304495,63115,47761,75577,53248,0.0372418473172399,0,0
"Rab Dhuure","7",2013,7,54518,37163,81321,13248,8760,19903,11176,0,0,0
"Saakow","7",2013,7,103641,78089,138165,25173,18386,34200,21246,0.0884739935837407,0,0
"Sablaale","7",2013,7,56351,23143,80938,13682,5463,19933,11552,0.0319804211001965,0,0
"Sheikh","7",2013,7,75218,52717,100993,14640,9695,20699,15420,0,0,0
"Taleex","7",2013,7,75081,35283,138077,16827,7425,32460,15392,0,0,0
"Tayeeglow","7",2013,7,90507,72719,107481,21991,17112,26882,18554,0.0977206409011932,0,0
"Waajid","7",2013,7,88438,76310,96747,32894,28143,36392,18130,0.102420432596204,0,0
"Wanla Weyn","7",2013,7,201189,111568,289188,59456,31851,87340,41244,0.126418736449591,0,0
"Xarardheere","7",2013,7,79735,49890,148127,19359,11966,36802,16346,0.245756055778084,0,0
"Xudun","7",2013,7,62664,30000,149739,16474,7591,40660,12846,0,0,0
"Xudur","7",2013,7,117635,107489,126190,36643,32890,39672,24115,0.0440716302110567,0,0
"Zeylac","7",2013,7,61387,47028,75952,13364,9963,17059,12584,0.000902104999223444,0,0
"Adan Yabaal","8",2013,8,74510,37351,119194,18114,8821,29655,15275,0,0,0
"Afgooye","8",2013,8,375182,235944,550212,84298,48329,133809,76912,0.103956534213164,0,0
"Afmadow","8",2013,8,153701,61793,252550,37343,14720,62829,31509,0.0753646885300829,0,0
"Baardheere","8",2013,8,152091,119494,175369,39341,30511,46192,31179,0.10147117923559,0,0
"Badhaadhe","8",2013,8,69761,50605,103587,16960,12069,25853,14301,0.0106736970471356,0,0
"Baki","8",2013,8,65132,35899,95784,14067,7497,21371,13352,0,0,0
"Balcad","8",2013,8,186285,141161,209977,43879,31686,53230,38189,0.104679993836765,0,0
"Banadir","8",2013,8,1641061,1378950,1922955,394477,327882,461796,336417,0.22378041223137,0,0
"Bandarbeyla","8",2013,8,28199,15305,47251,7396,3917,12624,5781,0,0,0
"Baraawe","8",2013,8,82099,70995,107241,19948,16778,26597,16830,0.184142266102421,0,0
"Baydhaba","8",2013,8,378323,312093,473300,108080,87802,136768,77556,0.0654768517807458,0,0
"Belet Weyne","8",2013,8,249955,232542,275610,63628,58356,70646,51241,0.13778750403683,0,0
"Belet Xaawo","8",2013,8,81759,74057,86813,17767,15707,19343,16761,0.1511108923248,0,0
